quality,price,income,aspiration,agent_id
0.22702054662527155,0.0,51661.78706268426,0.1839675206075992,90
0.2434120601156825,92.50472457111465,12386.99458087431,0.2876380083430787,125
0.24507864372900795,104.39967539892262,12540.425661344232,0.3004082118193667,407
0.29693274756721993,468.3483324948435,36764.71234966782,0.24375405075408535,475
0.30549971995203296,523.8066919077203,21252.865269530612,0.2905049766446936,468
0.3294456324508161,690.9065512492666,8140.373250257417,0.3724053361745395,448
0.33074907283474847,699.8991233376073,16810.43457065813,0.3099918700991202,134
0.3311895285998758,702.9486777420345,25107.063461899383,0.28747938319235206,440
0.3382282446348153,751.7879164431498,12046.85674036913,0.34609433884316754,108
0.3469722784834759,813.5407238144451,38672.767399337834,0.2815576365879454,319
0.35375326118607,863.4462461336748,54382.65097731701,0.26618515771073814,322
0.3578148907211978,893.0013139456408,22720.587610817063,0.3171138989306852,83
0.3593432243252189,904.4077300018713,16160.32435448764,0.34573364198423784,382
0.360206531350657,910.9550864688472,14543.03574235158,0.36642086948912544,326
0.3608503702139115,916.0862470464959,17917.184544919117,0.3491832236111174,239
0.36310850613213275,934.0769106289315,21182.852102689973,0.3377556079467524,395
0.3991002662406157,1212.3913966747862,36751.67596781658,0.30406386537836744,304
0.3992310711484489,1213.3742908594359,39541.874035392466,0.3005924202314565,279
0.3994604752742763,1215.1022723668725,21769.645327800856,0.3449433907480679,211
0.40606075119148555,1266.424873395266,38690.78469913348,0.30861223241616453,41
0.40754695157532383,1277.921445442552,24656.326018291686,0.34079757501698377,278
0.4086281325822029,1286.4562229472424,29593.329104642136,0.32885462234767515,114
0.41016866005783315,1298.6096983560985,29132.98713259283,0.33735750608222526,6
0.41074393386132024,1303.3243269377263,17531.753210765903,0.3768022285816338,98
0.41099277566788983,1305.365066464335,19733.155169205816,0.3667997314734622,99
0.42557572308275926,1423.5852815164449,54447.29445119431,0.3037134605787894,266
0.4283735786839292,1446.1924423024989,52451.67813045513,0.3092569573126306,275
0.4294469542152331,1455.0351388982692,16343.45520443224,0.39366676933155137,272
0.42946202449825777,1455.1607086852514,30709.147441878184,0.34516541862426375,126
0.42973596011449433,1457.4706401378116,20829.17919518958,0.3780915263161667,47
0.4354948961236689,1506.6385487152916,13701.311860139542,0.42037323085075295,58
0.43644015478475007,1514.7052317937107,18614.43271756914,0.39026814396218223,458
0.4424726793648127,1566.17804095863,12031.447036767653,0.437781727000584,290
0.4434922678385157,1574.8457570642854,35659.61187398444,0.34114905824115777,169
0.44444117730906463,1582.9191227498004,23066.80725281765,0.37382103079856877,9
0.4451081794709757,1588.621365234083,54823.54992782954,0.3173639952465054,43
0.44602207497998647,1596.4357916751287,38432.37227450838,0.338893266951905,2
0.4468615887561555,1603.650784423309,52534.873649256224,0.32144602244594006,377
0.4489622006892595,1621.7441590736246,22573.57073152458,0.3793936521146738,89
0.4557954323401476,1680.5632477501463,33147.28655462038,0.351171220648966,3
0.4559839799755556,1682.1837340654647,14404.5795421191,0.4240640426894643,348
0.4598981171740304,1715.7398816946175,23561.687374533223,0.3769565242707068,67
0.46022443063266105,1718.531464081183,14522.620660818962,0.4254157267110361,386
0.461146048395485,1726.4758194792087,33111.66020216486,0.3552806862659251,389
0.4622101282547576,1735.7432809836578,22035.447068021134,0.3898637105597583,392
0.4634910287455061,1747.0488132757932,42073.09992499934,0.342509248636949,454
0.46707873893851626,1778.6359848711709,22483.214414577647,0.3904414563727207,327
0.4680775509450741,1787.48995670678,35749.88623814754,0.3549465481553252,255
0.46826047655464154,1789.1109281970657,14752.111058989149,0.43543941822889826,142
0.4708469640027172,1812.244219436561,31244.675999930405,0.36744498093544387,7
0.4711192327053063,1814.68643774575,50143.665685777014,0.33698225035344576,453
0.47385150593972847,1839.2015132032489,14560.563222347,0.44024094685684867,337
0.4743929280807363,1844.0782125216792,34954.71236201032,0.36254928311276535,227
0.4755669357153247,1854.726735219535,19223.564999516766,0.41227442979403583,186
0.4823044668569254,1915.5458738615955,22291.519418682114,0.398513358592396,193
0.48325687031245046,1924.1032596398322,34896.43074530367,0.3634457223080715,287
0.4835907918368584,1927.108454915766,44798.486389077094,0.34717398984190123,438
0.4871808761946801,1959.3695372323307,27008.513195761043,0.3841930361723379,66
0.48738434743423986,1961.2048631792725,37919.67089257051,0.36023966975394395,415
0.48893912230924863,1975.3007561724125,23121.769672007402,0.40351426808681673,106
0.4894291483218059,1979.8439680621045,64256.85403739102,0.3344264323446082,132
0.4906260626441985,1991.080189225369,63733.14617487616,0.3348975307239866,174
0.4906381938940419,1991.1940427494835,27127.49257121034,0.398269496329207,372
0.49269936482059706,2011.0843043512427,19690.901418701873,0.43013712810707394,467
0.4930768998353169,2014.7552139299144,22662.89444008388,0.41634422949494276,219
0.49412891064981335,2024.9794618993792,27272.36207368711,0.40026762701701174,70
0.4943009210045448,2026.6543724952085,42881.412358855276,0.3674757108155552,53
0.4949320986680325,2032.8472209632773,11221.414252796494,0.5055334883419103,192
0.4956947931365619,2040.3515497786289,45665.8216209112,0.36496064114927873,277
0.4982476585941179,2065.562245754106,45396.7440977449,0.36537531282227104,109
0.4986869618988079,2069.892208864485,13891.038646830128,0.4803970902139947,388
0.5001014689582636,2084.069369573288,22652.95057239354,0.42591326483019015,268
0.5008300800363744,2091.414034210484,11577.651305384008,0.5091648115079215,224
0.5009255860547271,2092.377516370461,76466.18060793878,0.3394348349229789,218
0.5042675429785661,2126.192901375051,14513.942632376455,0.47893904703071716,235
0.5052999368133952,2136.652983462819,16998.917687984464,0.45943971468069167,65
0.5065573699514754,2149.3903215917417,26277.869209304485,0.41503316708771426,150
0.5072867472644564,2156.7889841372935,28264.150197699306,0.40947702740802405,233
0.5092051416064054,2176.3019507664094,40927.73967986117,0.38042159527970076,249
0.5106487055955321,2190.9603012155103,25373.7729967163,0.41952587845190686,418
0.5111882891164904,2196.44018771439,26697.756333682257,0.4173688396109889,91
0.5124598771266847,2209.50011046703,21129.2207596522,0.4403940238395331,14
0.5130496654168906,2215.559823765613,32860.135425026805,0.40027913039143315,37
0.5134528213607809,2219.707026072758,15668.582823163833,0.47530381379051373,104
0.513637414364806,2221.605251492727,31227.322040965544,0.40585967950846763,122
0.5141739661342394,2227.160560518597,27656.291887543277,0.41661311509568016,357
0.5165883136360482,2252.1454554759057,32640.684239608174,0.40256901031166165,405
0.5173317259387405,2259.826717721609,62168.83114594132,0.3576891952743019,80
0.5178619019695598,2265.3048555377063,23844.922956405666,0.43128505520420385,404
0.5178706941325181,2265.3958574048,23686.077671693918,0.4323733755996389,158
0.5192960798449444,2280.1770483582945,42944.636915046365,0.3828939131013674,229
0.5212837712232946,2300.76593833489,17693.27503377036,0.4642897911328683,495
0.5219907620625067,2308.082951369912,20496.419730651603,0.4488527594797169,115
