quality,price,income,aspiration,agent_id
0.22702054662527155,0.0,44053.8731435268,0.18288284068408872,112
0.2434120601156825,89.11262748277258,27071.59182833271,0.2326958770979906,271
0.24507864372900795,100.14523471080913,49640.150872450926,0.218746466069894,366
0.29693274756721993,433.08355196031033,15638.659701729517,0.2996834335148838,110
0.30549971995203296,492.3264854720354,21578.652577190158,0.304194010610464,304
0.3294456324508161,672.3238383766269,31493.308225176905,0.28363503841454096,172
0.33074907283474847,681.8855780067446,23378.9782616048,0.30122575607348934,398
0.3311895285998758,685.1280263896831,30516.46571272489,0.29286012878409035,358
0.3382282446348153,738.4386094155975,17811.860223745887,0.3319267053059167,278
0.3469722784834759,805.1899233585168,33799.86482138654,0.29504808718483866,437
0.35375326118607,857.0437198625125,16423.139040545782,0.3451219190583222,490
0.3578148907211978,888.1945298267092,30160.392485087195,0.3053980506817704,102
0.3593432243252189,899.9452633336233,79003.47586773227,0.26504389349897417,242
0.360206531350657,906.7822020506239,32149.848088887153,0.30851678028243446,34
0.3608503702139115,911.9003134945449,67674.96658941229,0.2785941399638244,241
0.36310850613213275,930.5830467193034,40893.17234094186,0.3046203759975009,471
0.3991002662406157,1220.803535794767,67490.16980599935,0.2832855549999713,139
0.3992310711484489,1221.84163519236,10134.037593639514,0.42248576243961933,71
0.3994604752742763,1223.661827073086,28731.785572678084,0.33357019418201506,64
0.40606075119148555,1277.1236289832243,29589.443714809502,0.3331578785474515,143
0.40754695157532383,1289.173760579125,23205.236441146386,0.3512831239324766,92
0.4086281325822029,1297.9720118008586,24217.92571842031,0.35010361903466874,216
0.41016866005783315,1310.605351676912,22538.344763939906,0.36282680112897936,87
0.41074393386132024,1315.4864542220334,104421.92195698606,0.279465038961395,374
0.41099277566788983,1317.6205216220321,58190.975740789545,0.3061614438185709,455
0.42557572308275926,1441.5897546798267,28462.576176018618,0.3529065246638201,20
0.4283735786839292,1465.5875428290194,16592.705092724973,0.4024013206367737,363
0.4294469542152331,1474.9434774046067,20433.267112190588,0.3876670861207061,399
0.42946202449825777,1475.0776653969192,15464.643510441285,0.4163957158725058,69
0.42973596011449433,1477.5335417953108,16073.8505379873,0.41587107488805264,459
0.4354948961236689,1529.7129414695096,15889.019038644701,0.41779644101230634,161
0.43644015478475007,1538.257418848511,28128.92836495756,0.3689468567160351,251
0.4424726793648127,1593.1244389078822,31192.38523488833,0.3626080184363168,15
0.4434922678385157,1602.4105868122567,13192.566431405703,0.452974656055197,177
0.44444117730906463,1611.3742414270964,35294.14078570786,0.3620196699309893,53
0.4451081794709757,1617.7041088239453,45400.45313729518,0.346458084759674,215
0.44602207497998647,1626.4170951334027,25682.66172346763,0.38819532131854323,40
0.4468615887561555,1634.443686100512,35540.18447594349,0.3665091271482275,18
0.4489622006892595,1654.8263780305174,41956.84218553259,0.3573965731513097,54
0.4557954323401476,1721.5044924609915,21306.520296120663,0.4122248040973144,175
0.4559839799755556,1723.3462914033325,20105.003587396,0.41814882035068573,349
